I_D	TSEVENT_ID	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	DOUBTFUL	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DISTANCE_FROM_SOURCE	ARR_DAY	ARR_HOUR	ARR_MIN	TRAVEL_TIME_HOURS	TRAVEL_TIME_MINUTES	WATER_HT	HORIZONTAL_INUNDATION	TYPE_MEASUREMENT_ID	PERIOD	FIRST_MOTION	DEATHS	DEATHS_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION
11309	2252	1995	10	9	15	35	53.9		MEXICO	JALISCO	BOCA DE IGUANAS	19.3	-104.81	88	69						5.1	30	5								1				2 
11310	2252	1995	10	9	15	35	53.9		MEXICO	JALISCO	SAN MATEO	19.567	-105.083	88	108						4.9		5												 
11311	2252	1995	10	9	15	35	53.9		MEXICO	JALISCO	PUERTO VALLARTA	20.622	-105.232	88	205								1								1				 
11312	2252	1995	10	9	15	35	53.9		MEXICO	JALISCO	MELAQUE	19.22	-104.71	88	56						4.5	41	5								1				 
11314	2252	1995	10	9	15	35	53.9		MEXICO	JALISCO	EL TECUAN	19.31	-104.94	88	82						3.8	70	5								1				 
11315	2252	1995	10	9	15	35	53.9		MEXICO	JALISCO	CAREYES	19.44	-105.04	88	98						3.5	115	5								1				 
11317	2252	1995	10	9	15	35	53.9		MEXICO	JALISCO	PERULA	19.59	-105.12	88	113						3.4	40	5								1				 
11367	2252	1995	10	9	15	35	53.9		MEXICO	COLIMA	SANTIAGO BAY - VIDA DEL MAR RESORT	19.1	-104.4	88	21						10.9		5												 
15344	2253	1995	10	18	10	37	26.3		JAPAN	KOCHI	MUROTOMISAKI	33.267	134.167	85	706						.12		2												 
11595	2253	1995	10	18	10	37	26.3		JAPAN	KAGOSHIMA	ARAKI, KIKAI ISLAND	28.293	129.92	85	48						.8		1												 
11596	2253	1995	10	18	10	37	26.3		JAPAN	KAGOSHIMA	KAMIKATETSU, KIKAI ISLAND	28.274	129.95	85	44						2.29		1												 
11597	2253	1995	10	18	10	37	26.3		JAPAN	KAGOSHIMA	KERAJI, KIKAI ISLAND	28.287	129.978	85	44						1.43		1												 
11598	2253	1995	10	18	10	37	26.3		JAPAN	KAGOSHIMA	ADEN, KIKAI ISLAND	28.302	129.988	85	45						.85		1												 
11599	2253	1995	10	18	10	37	26.3		JAPAN	KAGOSHIMA	SOUMACHI, KIKAI ISLAND	28.334	130.003	85	48						1.37		1												 
11600	2253	1995	10	18	10	37	26.3		JAPAN	KAGOSHIMA	SHISHIOKE, KIKAI ISLAND	28.354	130.028	85	49						1.4		1												 
11601	2253	1995	10	18	10	37	26.3		JAPAN	KAGOSHIMA	ONOTSU, KIKAI ISLAND	28.356	130.005	85	50						.65		1												 
11602	2253	1995	10	18	10	37	26.3		JAPAN	KAGOSHIMA	SAKAMINE, KIKAI ISLAND	28.338	129.975	85	50						.65		1												 
11603	2253	1995	10	18	10	37	26.3		JAPAN	KAGOSHIMA	KOMINATO, AMAMI ISLAND	28.315	129.538	85	76						1.35		1												 
11604	2253	1995	10	18	10	37	26.3		JAPAN	KAGOSHIMA	KOWASE, AMAMI ISLAND	28.293	129.467	85	80						2.38		1												 
11605	2253	1995	10	18	10	37	26.3		JAPAN	KAGOSHIMA	SHIRO, AMAMI ISLAND	28.29	129.458	85	81						1.41		1												 
11606	2253	1995	10	18	10	37	26.3		JAPAN	KAGOSHIMA	ISHI, AMAMI ISLAND	28.223	129.45	85	78						1.06		1												 
11607	2253	1995	10	18	10	37	26.3		JAPAN	KAGOSHIMA	KODAMA, AMAMI ISLAND	28.234	129.432	85	80						1.07		1												 
11608	2253	1995	10	18	10	37	26.3		JAPAN	KAGOSHIMA	SEKKO, AMAMI ISLAND	28.161	129.385	85	82						2.34		1												 
11535	2253	1995	10	18	10	37	26.3		JAPAN	TOKYO	YAENE, HACHIJO ISLAND	33.1	139.767	85	1083						.18		2												 
15346	2253	1995	10	18	10	37	26.3		JAPAN	KOCHI	KOCHI	33.55	133.55	85	703						.05		2												 
15347	2253	1995	10	18	10	37	26.3		JAPAN	MIE	OWASE	34.083	136.2	85	893						.06		2												 
15348	2253	1995	10	18	10	37	26.3		JAPAN	MIE	TOBA	34.483	136.817	85	964						.05		2												 
15349	2253	1995	10	18	10	37	26.3		JAPAN	MIYAZAKI	ABURATSU	31.583	131.417	85	424						.13		2												 
15350	2253	1995	10	18	10	37	26.3		JAPAN	MIYAZAKI	HOSOSHIMA	32.433	131.667	85	521						.07		2												 
15351	2253	1995	10	18	10	37	26.3		JAPAN	OKINAWA	HIRARA	24.8	125.283	85	599						.05		2												 
15352	2253	1995	10	18	10	37	26.3		JAPAN	OKINAWA	NAHA	26.217	127.667	85	313						.05		2												 
15353	2253	1995	10	18	10	37	26.3		JAPAN	SHIZUOKA	MINAMI-IZU	34.617	138.883	85	1112						.2		2												 
15354	2253	1995	10	18	10	37	26.3		JAPAN	SHIZUOKA	OMAEZAKI	34.6083	138.2222	85	1066						.06		2												 
15355	2253	1995	10	18	10	37	26.3		JAPAN	SHIZUOKA	UCHIURA	35.017	138.883	85	1141						.05		2												 
15358	2253	1995	10	18	10	37	26.3		JAPAN	TOKYO	YAENE, HACHIJO ISLAND	33.1	139.767	85	1083						.18		2												 
15359	2253	1995	10	18	10	37	26.3		JAPAN	WAKAYAMA	KUSHIMOTO	33.467	135.783	85	816						.11		2												 
15360	2253	1995	10	18	10	37	26.3		JAPAN	WAKAYAMA	URAGAMI	33.55	135.9	85	831						.06		2												 
6352	2253	1995	10	18	10	37	26.3		JAPAN	KAGOSHIMA	URABARU, KIKAI ISLAND	28.281	129.968	85	44						2.59		1												 
15356	2253	1995	10	18	10	37	26.3		JAPAN	TOKYO	KAMINATO	33.133	139.8	85	1088						.11		2												 
15357	2253	1995	10	18	10	37	26.3		JAPAN	TOKYO	OKADA	34.783	139.383	85	1159						.27		2												 
15335	2253	1995	10	18	10	37	26.3		JAPAN	BONIN IS, TOKYO	CHICHIJIMA ISLAND	27.0939	142.1947	85	1189						.2		2												 
15336	2253	1995	10	18	10	37	26.3		JAPAN	CHIBA	CHOSHI	35.75	140.867	85	1332						.04		2												 
15337	2253	1995	10	18	10	37	26.3		JAPAN	CHIBA	MERA	34.9189	139.825	85	1200						.22		2												 
15338	2253	1995	10	18	10	37	26.3		JAPAN	IZU-OSHIMA, TOKYO	KOZUSHIMA	34.217	139.133	85	1103						.23		2												 
15339	2253	1995	10	18	10	37	26.3		JAPAN	KAGOSHIMA	KAGOSHIMA	31.583	130.567	85	408						.02		2												 
15340	2253	1995	10	18	10	37	26.3		JAPAN	KAGOSHIMA	MAKURAZAKI	31.267	130.3	85	371						.29		2												 
15341	2253	1995	10	18	10	37	26.3		JAPAN	KAGOSHIMA	NAKANO ISLAND	29.84	129.85	85	215						.43														 
15342	2253	1995	10	18	10	37	26.3		JAPAN	KAGOSHIMA	NAZE	28.383	129.5	85	83						.15		2												 
15343	2253	1995	10	18	10	37	26.3		JAPAN	KAGOSHIMA	NISHINOOMOTE	30.733	131	85	322						.19		2												 
15345	2253	1995	10	18	10	37	26.3		JAPAN	KOCHI	TOSA-SHIMIZU	32.7792	132.9589	85	602						.18		2												 
15368	2254	1995	10	19	2	41	36.1		JAPAN	KOCHI	KOCHI	33.55	133.55	85	688						.04		2												 
15362	2254	1995	10	19	2	41	36.1		JAPAN	CHIBA	MERA	34.9189	139.825	85	1190						.16		2												 
15375	2254	1995	10	19	2	41	36.1		JAPAN	WAKAYAMA	KUSHIMOTO	33.467	135.783	85	804						.06		2												 
6351	2254	1995	10	19	2	41	36.1		JAPAN	OKINAWA	RYUKYU ISLAND	26	126	85	472						1.5														 
15361	2254	1995	10	19	2	41	36.1		JAPAN	BONIN IS, TOKYO	CHICHIJIMA ISLAND	27.0939	142.1947	85	1192						.09		2												 
15363	2254	1995	10	19	2	41	36.1		JAPAN	IZU-OSHIMA, TOKYO	KOZUSHIMA	34.217	139.133	85	1092						.17		2												 
15364	2254	1995	10	19	2	41	36.1		JAPAN	KAGOSHIMA	NAKANO ISLAND	29.84	129.85	85	196						.25		2												 
15365	2254	1995	10	19	2	41	36.1		JAPAN	KAGOSHIMA	NISHINOOMOTE	30.733	131	85	305						.08		2												 
15366	2254	1995	10	19	2	41	36.1		JAPAN	KOCHI	MUROTOMISAKI	33.267	134.167	85	692						.06		2												 
15367	2254	1995	10	19	2	41	36.1		JAPAN	KOCHI	TOSA-SHIMIZU	32.7792	132.9589	85	587						.1		2												 
15369	2254	1995	10	19	2	41	36.1		JAPAN	MIE	OWASE	34.083	136.2	85	881						.04		2												 
15370	2254	1995	10	19	2	41	36.1		JAPAN	SHIZUOKA	MINAMI-IZU	34.617	138.883	85	1101						.12		2												 
15371	2254	1995	10	19	2	41	36.1		JAPAN	SHIZUOKA	OMAEZAKI	34.6083	138.2222	85	1054						.05		2												 
15372	2254	1995	10	19	2	41	36.1		JAPAN	TOKYO	KAMINATO	33.133	139.8	85	1080						.11		2												 
15373	2254	1995	10	19	2	41	36.1		JAPAN	TOKYO	OKADA	34.783	139.383	85	1149						.2		2												 
15374	2254	1995	10	19	2	41	36.1		JAPAN	TOKYO	YAENE, HACHIJO ISLAND	33.1	139.767	85	1075						.15		2												 
6353	2255	1995	11	1	0	35	32.7		CHILE	COPIAPO	CALDERA	-27.067	-70.833	89	212						.1														 
6354	2256	1995	11	22	4	15	11.9		JORDAN		AQABA	29.52	35	30	80																				 
6358	2257	1995	12	3	18	1	8.9		USA	HI	KAHULUI, MAUI, HI	20.895	-156.477	80	5591						.1		2												 
11619	2257	1995	12	3	18	1	8.9		USA	OR	PORT ORFORD, OR	42.737	-124.497	88	6588						.04		2												 
6360	2257	1995	12	3	18	1	8.9		JAPAN	HOKKAIDO	NEMUROKO	43.35	145.583	85	331						.19		2												 
6361	2257	1995	12	3	18	1	8.9		FRENCH POLYNESIA	MARQUESAS ISLANDS	NUKU HIVA ISLAND, MARQUESAS ISLANDS	-8.9148	-140.0958	81	9215						.04		2												 
6362	2257	1995	12	3	18	1	8.9		USA TERRITORY	AS	PAGO PAGO, AMERICAN SAMOA	-14.2766	-170.689	81	7700						.05		2												 
6363	2257	1995	12	3	18	1	8.9		FRENCH POLYNESIA		PAPEETE, TAHITI	-17.5331	-149.5726	81	9271						.04		2												 
6364	2257	1995	12	3	18	1	8.9		USA TERRITORY	UM	WAKE ISLAND	19.29	166.6183	80	3245						.07		2												 
6365	2257	1995	12	3	18	1	8.9		USA	AK	SHEMYA ISLAND, AK	52.731	174.103	87	2016						.1		2												 
6366	2257	1995	12	3	18	1	8.9		USA	AK	ADAK, SWEEPER COVE, AK	51.863	-176.632	87	2619						.05		2												 
6367	2257	1995	12	3	18	1	8.9		USA	WA	NEAH BAY, WA	48.367	-124.612	88	6241						.04		2												 
6372	2257	1995	12	3	18	1	8.9		USA	CA	POINT REYES, CA	37.997	-122.975	88	7000						.03		2												 
6374	2257	1995	12	3	18	1	8.9		USA	CA	SANTA BARBARA, CA	34.4803	-119.69	88	7474						.03		2												 
6376	2257	1995	12	3	18	1	8.9		USA	CA	PORT SAN LUIS, CA	35.17666	-120.755	88	7349						.07		2												 
32157	2257	1995	12	3	18	1	8.9		CANADA	BC	VICTORIA, BRITISH COLUMBIA	48.425	-123.372	88	6315	4	3	3	9	2	.03		2	14	R										 
32158	2257	1995	12	3	18	1	8.9		CANADA	BC	BAMFIELD, BRITISH COLUMBIA	48.837	-125.137	88	6181	4	2	38	8	37	.05		2	12	R										 
32159	2257	1995	12	3	18	1	8.9		CANADA	BC	TOFINO, BRITISH COLUMBIA	49.153	-125.913	88	6114	4	2	35	8	34	.05		2	20	R										 
32160	2257	1995	12	3	18	1	8.9		CANADA	BC	PORT ALBERNI, BRITISH COLUMBIA	49.233	-124.817	88	6178	4	3	11	9	10	.19		2	100	R										 
32161	2257	1995	12	3	18	1	8.9		CANADA	BC	WINTER HARBOR, BRITISH COLUMBIA	50.513	-128.028	88	5908	4	3	14	9	13	.06		2	25	R										 
6356	2257	1995	12	3	18	1	8.9		USA	CA	CRESCENT CITY, CA	41.7456	-124.184	88	6672						.14		2												 
6357	2257	1995	12	3	18	1	8.9		USA	HI	HILO, HAWAII, HI	19.7303	-155.0553	80	5788						.06		2												 
15376	2257	1995	12	3	18	1	8.9		JAPAN	AOMORI	HACHINOHE	40.533	141.533	85	784						.15		2												 
15378	2257	1995	12	3	18	1	8.9		JAPAN	BONIN IS, TOKYO	CHICHIJIMA ISLAND	27.0939	142.1947	85	2054						.23		2												 
15380	2257	1995	12	3	18	1	8.9		JAPAN	CHIBA	MERA	34.9189	139.825	85	1351						.12		2												 
15381	2257	1995	12	3	18	1	8.9		JAPAN	FUKUSHIMA	ONAHAMA	36.933	140.9	85	1112						.09		2												 
15382	2257	1995	12	3	18	1	8.9		JAPAN	HOKKAIDO	ABASHIRI	44.017	144.283	85	405						.07		2												 
15383	2257	1995	12	3	18	1	8.9		JAPAN	HOKKAIDO	HAKODATE	41.7187	140.7247	85	768						.09		2												 
15384	2257	1995	12	3	18	1	8.9		JAPAN	HOKKAIDO	HANASAKI	43.2781	145.5678	85	336						.2		2												 
15385	2257	1995	12	3	18	1	8.9		JAPAN	HOKKAIDO	KUSHIRO	42.9756	144.3714	85	438						.13		2												 
15386	2257	1995	12	3	18	1	8.9		JAPAN	HOKKAIDO	URAKAWA	42.167	142.767	85	596						.19		2												 
15387	2257	1995	12	3	18	1	8.9		JAPAN	IWATE	MIYAKO	39.65	141.983	85	821						.13		2												 
15388	2257	1995	12	3	18	1	8.9		JAPAN	IWATE	OFUNATO	39.017	141.75	85	886						.11		2												 
15389	2257	1995	12	3	18	1	8.9		JAPAN	MIYAGI	AYUKAWA	38.3	141.5	85	960						.11		2												 
15379	2257	1995	12	3	18	1	8.9		JAPAN	CHIBA	CHOSHI	35.75	140.867	85	1222						.04		2												 
15390	2257	1995	12	3	18	1	8.9		JAPAN	TOKYO	YAENE, HACHIJO ISLAND	33.1	139.767	85	1526						.1		2												 
11617	2257	1995	12	3	18	1	8.9		USA	CA	ARENA COVE, CA	38.914	-123.711	88	6888						.04		2												 
11618	2257	1995	12	3	18	1	8.9		USA	OR	CHARLESTON, OR	43.352	-124.192	88	6570						.02		2												 
6359	2257	1995	12	3	18	1	8.9		USA TERRITORY	HI	MIDWAY ISLANDS	28.215	-177.361	80	3463						.22		2												 
26583	2259	1996	1	1	8	5	10.8		INDONESIA	CENTRAL SULAWESI	PANGALASEANG ISLAND	.48272222	119.90697222	83	28						2.28		5												 
10034	2258	1996	1	1					GREECE		AEGHIO	38.23	21.73	50	34								1												 
26585	2259	1996	1	1	8	5	10.8		INDONESIA	CENTRAL SULAWESI	LIMBOSU	.47388889	119.94775	83	28						2.81		5												 
26586	2259	1996	1	1	8	5	10.8		INDONESIA	CENTRAL SULAWESI	TONGGOLOBIBI	.47597222	119.95772222	83	28						1.82		5												 
26587	2259	1996	1	1	8	5	10.8		INDONESIA	CENTRAL SULAWESI	TONGGOLOBIBI	.47922222	119.97655556	83	28						3.37		5												 
26588	2259	1996	1	1	8	5	10.8		INDONESIA	CENTRAL SULAWESI	TONGGOLOBIBI	.48094444	119.97813889	83	28						3.43	300	5			9	1	63	2		1			400	3 
26589	2259	1996	1	1	8	5	10.8		INDONESIA	CENTRAL SULAWESI	TAIPAH (RIVER MOUTH)	.483	119.99166667	83	28						2.48		5												 
26590	2259	1996	1	1	8	5	10.8		INDONESIA	CENTRAL SULAWESI	TAIPAH	.48288889	119.99761111	83	28						3.19		5												 
26591	2259	1996	1	1	8	5	10.8		INDONESIA	CENTRAL SULAWESI	TAIPAH	.483	119.99777778	83	28						3.25		5												 
26592	2259	1996	1	1	8	5	10.8		INDONESIA	CENTRAL SULAWESI	TAIPAH	.48427778	120.00330556	83	28						2.4		5		R										 
26593	2259	1996	1	1	8	5	10.8		INDONESIA	CENTRAL SULAWESI	SIBOANG	.49988889	120.02744444	83	28						1.78		5		F										 
26594	2259	1996	1	1	8	5	10.8		INDONESIA	CENTRAL SULAWESI	SIWALEMPU	.551	120.03886111	83	23						1.62		5		R										 
26595	2259	1996	1	1	8	5	10.8		INDONESIA	CENTRAL SULAWESI	BALUKANG	.58133333	120.03694444	83	20						2.52		5												 
26596	2259	1996	1	1	8	5	10.8		INDONESIA	CENTRAL SULAWESI	SONI	.76588889	120.19102778	83	29						1.79	200	5								1	148	3		 
26597	2259	1996	1	1	8	5	10.8		INDONESIA	CENTRAL SULAWESI	DONGKO	.82091667	120.24488889	83	36						2.39		5												 
26598	2259	1996	1	1	8	5	10.8		INDONESIA	CENTRAL SULAWESI	SIMUNTU	.89505556	120.23738889	83	39						2		5												 
26584	2259	1996	1	1	8	5	10.8		INDONESIA	CENTRAL SULAWESI	MUNTE	.47616667	119.93080556	83	28						3.17		5		R										 
15399	2260	1996	2	17	5	59	30.5		JAPAN	HOKKAIDO	KUSHIRO	42.9756	144.3714	85	4935	17	22	42	16	42	.13		2												 
15400	2260	1996	2	17	5	59	30.5		JAPAN	HOKKAIDO	URAKAWA	42.167	142.767	85	4825	17	22	10	16	10	.29		2												 
15401	2260	1996	2	17	5	59	30.5		JAPAN	HYOGO	KOBE	34.683	135.183	85	3961	17	23	14	17	14	.06		2												 
15402	2260	1996	2	17	5	59	30.5		JAPAN	IWATE	MIYAKO	39.65	141.983	85	4538	17	21	35	15	35	.16		2												 
15403	2260	1996	2	17	5	59	30.5		JAPAN	IWATE	OFUNATO	39.017	141.75	85	4466	17	21	42	15	42	.16		2												 
15404	2260	1996	2	17	5	59	30.5		JAPAN	TOKYO	OKADA	34.783	139.383	85	3976						.23		2												 
15405	2260	1996	2	17	5	59	30.5		JAPAN	KAGOSHIMA	MAKURAZAKI	31.267	130.3	85	3645	17	20	31	14	31	.6		2												 
15406	2260	1996	2	17	5	59	30.5		JAPAN	KANAGAWA	YOKOHAMA	35.45	139.65	85	4052						.1		2												 
15407	2260	1996	2	17	5	59	30.5		JAPAN	KOCHI	MUROTOMISAKI	33.267	134.167	85	3810	17	20	3	14	3	.44		2												 
15408	2260	1996	2	17	5	59	30.5		JAPAN	KOCHI	TOSA-SHIMIZU	32.7792	132.9589	85	3768	17	20	11	14	11	0		2												 
15409	2260	1996	2	17	5	59	30.5		JAPAN	KOCHI	KOCHI	33.55	133.55	85	3847						.25		2												 
15410	2260	1996	2	17	5	59	30.5		JAPAN	MIE	OWASE	34.083	136.2	85	3891						.6		2												 
15411	2260	1996	2	17	5	59	30.5		JAPAN	MIE	TOBA	34.483	136.817	85	3935						.41		2												 
15414	2260	1996	2	17	5	59	30.5		JAPAN	MIYAZAKI	HOSOSHIMA	32.433	131.667	85	3748						.39		2												 
15415	2260	1996	2	17	5	59	30.5		JAPAN	OKINAWA	HIRARA	24.8	125.283	85	3122						.26		2												 
15416	2260	1996	2	17	5	59	30.5		JAPAN	OKINAWA	ISHIGAKIKO	24.333	124.167	85	3126	17	19	0	13	0	.15		2												 
15417	2260	1996	2	17	5	59	30.5		JAPAN	OKINAWA	NAHA	26.217	127.667	85	3176	17	19	19	13	19	.26		2												 
15418	2260	1996	2	17	5	59	30.5		JAPAN	OSAKA	OSAKA	34.667	135.433	85	3958						.76		2												 
15419	2260	1996	2	17	5	59	30.5		JAPAN	OSAKA	TANNOWA	34.333	135.183	85	3922						.05		2												 
15420	2260	1996	2	17	5	59	30.5		JAPAN	SHIZUOKA	OMAEZAKI	34.6083	138.2222	85	3951	17	20	29	14	29	.5		2												 
15421	2260	1996	2	17	5	59	30.5		JAPAN	WAKAYAMA	SHIMIZU	35.017	138.517	85	3997						.16		2												 
15422	2260	1996	2	17	5	59	30.5		JAPAN	SHIZUOKA	UCHIURA	35.017	138.883	85	3999						.56		2												 
15424	2260	1996	2	17	5	59	30.5		JAPAN	TOKYO	TOKYO	35.65	139.767	85	4075						.08		2												 
15425	2260	1996	2	17	5	59	30.5		JAPAN	TOKYO	YAENE, HACHIJO ISLAND	33.1	139.767	85	3792	17	20	12	14	12	.86		2												 
15426	2260	1996	2	17	5	59	30.5		JAPAN	WAKAYAMA	KUSHIMOTO	33.467	135.783	85	3823						.96		2												 
15427	2260	1996	2	17	5	59	30.5		JAPAN	WAKAYAMA	SHIRAHAMA	33.683	135.383	85	3849						.26		2												 
15428	2260	1996	2	17	5	59	30.5		JAPAN	WAKAYAMA	URAGAMI	33.55	135.9	85	3832						.62		2												 
15429	2260	1996	2	17	5	59	30.5		JAPAN	WAKAYAMA	WAKAYAMA	34.217	135.15	85	3909	17	20	51	14	51	.1		2												 
11622	2260	1996	2	17	5	59	30.5		USA	CA	MONTEREY, CA	36.605	-121.888	88	11064						.05		2												 
11623	2260	1996	2	17	5	59	30.5		USA	CA	POINT REYES, CA	37.997	-122.975	88	10953						.08		2												 
6394	2260	1996	2	17	5	59	30.5		INDONESIA	PAPUA	KORIM, BIAK ISLAND	-.898	136.035	83	102						5.35	800	1			68	2				2			187	2 
11564	2260	1996	2	17	5	59	30.5		INDONESIA	PAPUA	SANSUNDI, BIAK ISLAND	-.69	135.826	83	127						1.51		1												 
11565	2260	1996	2	17	5	59	30.5		INDONESIA	PAPUA	SUAMBESI, BIAK ISLAND	-.773	135.914	83	116						3.35		1												 
11566	2260	1996	2	17	5	59	30.5		INDONESIA	PAPUA	WAYESI, BIAK ISLAND	-.739	135.753	83	134						2.98		1												 
11567	2260	1996	2	17	5	59	30.5		INDONESIA	PAPUA	MANSOBEN, BIAK ISLAND	-.739	135.764	83	133						3.08		1												 
11620	2260	1996	2	17	5	59	30.5		USA	CA	ARENA COVE, CA	38.914	-123.711	88	10880						.09		2												 
11621	2260	1996	2	17	5	59	30.5		USA	OR	CHARLESTON, OR	43.352	-124.192	88	10794						.04		2												 
15391	2260	1996	2	17	5	59	30.5		JAPAN	AOMORI	HACHINOHE	40.533	141.533	85	4631	17	21	42	15	42	.2		2												 
15392	2260	1996	2	17	5	59	30.5		JAPAN	BONIN IS, TOKYO	CHICHIJIMA ISLAND	27.0939	142.1947	85	3163	17	19	23	13	23	1.04		2												 
15393	2260	1996	2	17	5	59	30.5		JAPAN	CHIBA	CHOSHI	35.75	140.867	85	4096	17	21	29	15	29	.23		2												 
15394	2260	1996	2	17	5	59	30.5		JAPAN	CHIBA	MERA	34.9189	139.825	85	3994						.78		2												 
15396	2260	1996	2	17	5	59	30.5		JAPAN	FUKUSHIMA	ONAHAMA	36.933	140.9	85	4227						.17		2												 
15397	2260	1996	2	17	5	59	30.5		JAPAN	HOKKAIDO	HAKODATE	41.7187	140.7247	85	4755						.11		2												 
15398	2260	1996	2	17	5	59	30.5		JAPAN	HOKKAIDO	HANASAKI	43.2781	145.5678	85	4987						.19		2												 
11636	2260	1996	2	17	5	59	30.5		USA	OR	SOUTH BEACH, OR	44.625	-124.043	88	10792						.02		2												 
11637	2260	1996	2	17	5	59	30.5		USA	CA	NORTH SPIT, HUMBOLDT BAY, CA	40.767	-124.217	88	10818						.02		2												 
11638	2260	1996	2	17	5	59	30.5		USA	CA	SANTA BARBARA, CA	34.4803	-119.69	88	11289						.06		2												 
15413	2260	1996	2	17	5	59	30.5		JAPAN	MIYAZAKI	ABURATSU	31.583	131.417	85	3659	17	20	1	14	1	.52		2												 
15423	2260	1996	2	17	5	59	30.5		JAPAN	TOKUSHIMA	KOMATSUSHIMA	34.017	134.583	85	3891	17	20	45	14	45	.15		2												 
15395	2260	1996	2	17	5	59	30.5		JAPAN	EHIME	UWAJIMA	33.233	132.55	85	3823	17	20	41	14	41	.25		2												 
15412	2260	1996	2	17	5	59	30.5		JAPAN	MIYAGI	AYUKAWA	38.3	141.5	85	4384						.29		2												 
6389	2260	1996	2	17	5	59	30.5		USA	AK	ADAK, SWEEPER COVE, AK	51.863	-176.632	87	7294						.1		2												 
6390	2260	1996	2	17	5	59	30.5		USA	AK	SHEMYA ISLAND, AK	52.731	174.103	87	6891						.35		2												 
6391	2260	1996	2	17	5	59	30.5		INDONESIA	PAPUA	AUKI ISLAND	-1.244	136.3	83	82						1.24		1												 
6392	2260	1996	2	17	5	59	30.5		INDONESIA	PAPUA	BIAK PORT, BIAK ISLAND	-1.185	136.076	83	103						2.45		1												 
6393	2260	1996	2	17	5	59	30.5		INDONESIA	PAPUA	FARUSI, WARDO, BIAK ISLAND	-.966	135.787	83	130						7.7		5												 
6395	2260	1996	2	17	5	59	30.5		INDONESIA	WEST PAPUA	MANOKWARI	-.867	134.083	83	319						4														 
6396	2260	1996	2	17	5	59	30.5		INDONESIA	PAPUA	OWI ISLAND, IRIAN JAYA	-1.229	136.22	83	90						1.66		1												 
6397	2260	1996	2	17	5	59	30.5		INDONESIA	PAPUA	PAI ISLAND	-1.22	136.437	83	68						2.92		1												 
6409	2260	1996	2	17	5	59	30.5		JAPAN	MIYAZAKI	HYUGA-SHIRAHAMA	32.433	131.667	85	3748	17	20	10	14	10	.17		2												 
6411	2260	1996	2	17	5	59	30.5		JAPAN	MIYAGI	ISHINOMAKI	38.417	141.267	85	4394	17	21	43	15	43	.16		2												 
6414	2260	1996	2	17	5	59	30.5		JAPAN	KOCHI	KOUCHI	33.48	133.57	85	3839	17	20	17	14	17	.12		2												 
6416	2260	1996	2	17	5	59	30.5		JAPAN	SHIZUOKA	MAISAKA	34.683	137.617	85	3957	17	20	29	14	29	.08		2												 
6422	2260	1996	2	17	5	59	30.5		JAPAN	HOKKAIDO	NEMUROKO	43.35	145.583	85	4996	17	22	5	16	5	.06														 
6427	2260	1996	2	17	5	59	30.5		JAPAN	MIE	OWASE	34.083	136.2	85	3891						.6		2												 
6398	2260	1996	2	17	5	59	30.5		INDONESIA	PAPUA	SARMI, BIAK, IRIAN JAYA	-1.85	138.73	83	225						7		1												 
6400	2260	1996	2	17	5	59	30.5		INDONESIA	PAPUA	KPUDORI, SUPIORI IS, IRIAN JAYA	-.67305	135.6297	83	149						1.21		5												 
6401	2260	1996	2	17	5	59	30.5		INDONESIA	PAPUA	MARSAM, SUPIORI IS, IRIAN JAYA	-.7988	135.70108	83	139						1.56		5												 
6402	2260	1996	2	17	5	59	30.5		INDONESIA	PAPUA	WARI, BIAK ISLAND	-.861	136.037	83	102						4.32		1												 
6403	2260	1996	2	17	5	59	30.5		INDONESIA	PAPUA	YAPEN ISLAND, IRIAN JAYA	-1.75	138.25	83	173						7					3	1				2				 
6431	2260	1996	2	17	5	59	30.5		JAPAN	WAKAYAMA	SHIONOMISAKI	33.45	135.75	85	3822	17	20	3	14	3	.96		2												 
6432	2260	1996	2	17	5	59	30.5		JAPAN	CHIBA	TATEYAMA	34.983	139.85	85	4002	17	20	40	14	40	.9		2												 
6433	2260	1996	2	17	5	59	30.5		JAPAN	MIE	TOBA	34.483	136.817	85	3935	17	20	40	14	40	.41		2												 
11563	2260	1996	2	17	5	59	30.5		INDONESIA	PAPUA	WARSA, BIAK ISLAND	-.792	135.923	83	115						4.37		1												 
11568	2260	1996	2	17	5	59	30.5		INDONESIA	PAPUA	AIRPORT, BIAK ISLAND	-1.194	136.106	83	100						1.61		1												 
11569	2260	1996	2	17	5	59	30.5		INDONESIA	PAPUA	YENDIDORI, BIAK ISLAND	-1.145	136.019	83	108						2.06		1												 
11570	2260	1996	2	17	5	59	30.5		INDONESIA	PAPUA	INPENDI, BIAK ISLAND	-1.145	135.994	83	110						2		1												 
11571	2260	1996	2	17	5	59	30.5		INDONESIA	PAPUA	URFU, BIAK ISLAND	-1.144	135.937	83	116						1.28		1												 
